Sample_ID,Food_Name,Category,Food_Type,Storage_Type,Quantity_kg,City,Donation_DateTime,Hour_of_Day,Day_of_Week,Shelf_Life_Hours,Hours_Since_Prepared,Remaining_Hours,Spoilage_Risk,Is_Spoiled,Prediction_Confidence
192,Kombucha,beverages,veg,refrigerated,13.8,Mumbai,2026-12-21 10:42,10,Monday,625.4,436.6,188.8,Medium,0,Medium
193,Watermelon Juice,beverages,non-veg,frozen,4.1,Hyderabad,2026-06-01 12:14,12,Monday,1501.6,2156.4,0.0,High,1,Medium
194,Green Beans,fruits-vegetables,veg,frozen,32.2,Hyderabad,2026-10-03 19:52,19,Saturday,882.4,1008.4,0.0,High,1,Medium
195,Instant Noodles,packaged-food,non-veg,refrigerated,8.5,Jaipur,2026-10-16 09:53,9,Friday,1718.6,2327.6,0.0,High,1,Medium
196,Protein Bars,packaged-food,veg,refrigerated,24.9,Ahmedabad,2026-12-15 10:37,10,Tuesday,2459.2,335.5,2123.7,Low,0,Medium
197,Kadhi Pakora,cooked-meals,veg,refrigerated,15.0,Chennai,2026-10-14 13:51,13,Wednesday,14.5,15.7,0.0,High,1,High
198,Fried Rice,cooked-meals,veg,refrigerated,18.1,Indore,2026-10-05 23:59,23,Monday,14.9,1.5,13.4,Low,0,High
199,Rajma Chawal,cooked-meals,veg,room-temperature,19.6,Indore,2026-11-27 22:23,22,Friday,4.2,2.4,1.8,Medium,0,High
200,Cauliflower,fruits-vegetables,veg,frozen,31.0,Mumbai,2026-03-10 16:22,16,Tuesday,902.7,241.7,661.0,Low,0,Medium
201,Protein Bars,packaged-food,veg,refrigerated,49.0,Pune,2026-08-26 17:34,17,Wednesday,2577.3,2056.4,520.9,High,0,Medium
202,Banana Bread,bakery,veg,room-temperature,37.8,Pune,2026-02-27 06:42,6,Friday,44.8,41.3,3.5,High,0,High
203,Sambar Rice,cooked-meals,veg,frozen,2.8,New Delhi,2026-11-03 17:55,17,Tuesday,45.4,16.7,28.7,Low,0,High
204,Cucumber,fruits-vegetables,veg,room-temperature,7.5,Noida,2026-05-29 10:58,10,Friday,76.6,66.2,10.4,High,0,Medium
205,Milkshake Bottles,beverages,veg,refrigerated,17.8,Chennai,2026-12-05 14:26,14,Saturday,598.0,246.8,351.2,Medium,0,Medium
206,Cereal Box,packaged-food,non-veg,room-temperature,48.8,Jaipur,2026-11-26 17:50,17,Thursday,464.4,222.0,242.4,Medium,0,Medium
207,Brownies,bakery,veg,frozen,21.6,Bangalore,2026-04-26 11:45,11,Sunday,539.3,651.8,0.0,High,1,High
208,Flour Bag,packaged-food,non-veg,room-temperature,22.5,Mumbai,2026-05-11 10:41,10,Monday,517.2,715.5,0.0,High,1,Medium
209,Palak Paneer,cooked-meals,veg,refrigerated,17.5,Hyderabad,2026-11-05 07:04,7,Thursday,12.9,15.6,0.0,High,1,High
210,Lemon Soda,beverages,veg,refrigerated,5.8,New Delhi,2026-06-20 11:58,11,Saturday,556.1,176.7,379.4,Low,0,Medium
211,Coconut Water,beverages,non-veg,room-temperature,14.5,Hyderabad,2026-12-27 10:58,10,Sunday,118.5,98.1,20.4,High,0,Medium
212,Grapes,fruits-vegetables,veg,refrigerated,19.4,Noida,2026-09-12 13:51,13,Saturday,259.7,182.9,76.8,High,0,Medium
213,Sandwich Bread,bakery,veg,frozen,35.2,Indore,2026-03-16 04:35,4,Monday,590.0,516.9,73.1,High,0,High
214,Butter,dairy,veg,refrigerated,9.0,Chandigarh,2026-05-06 13:41,13,Wednesday,20.1,10.2,9.9,Medium,0,High
215,Watermelon Slices,fruits-vegetables,veg,refrigerated,8.4,Indore,2026-10-07 13:58,13,Wednesday,260.6,211.9,48.7,High,0,Medium
216,Butter Chicken,cooked-meals,non-veg,room-temperature,23.7,Pune,2026-12-09 07:00,7,Wednesday,2.7,0.6,2.1,Low,0,High
217,Roti & Sabzi,cooked-meals,veg,refrigerated,10.6,Lucknow,2026-11-13 16:59,16,Friday,13.6,18.6,0.0,High,1,High
218,Rice & Dal,cooked-meals,veg,frozen,18.6,Jaipur,2026-10-02 22:01,22,Friday,49.9,60.9,0.0,High,1,High
219,Muffins,bakery,veg,room-temperature,11.7,Chennai,2026-09-27 11:22,11,Sunday,49.1,58.5,0.0,High,1,High
220,Grapes,fruits-vegetables,non-veg,room-temperature,12.6,Chandigarh,2026-02-11 16:54,16,Wednesday,53.2,60.6,0.0,High,1,Medium
221,Cauliflower,fruits-vegetables,veg,room-temperature,25.5,Chandigarh,2026-02-12 13:27,13,Thursday,73.8,86.8,0.0,High,1,Medium
222,Butter Chicken,cooked-meals,veg,frozen,22.4,Mumbai,2026-09-01 11:59,11,Tuesday,48.5,49.8,0.0,High,1,High
223,Poha Mix,packaged-food,veg,frozen,19.2,Kochi,2026-04-17 15:48,15,Friday,8078.3,8636.2,0.0,High,1,Medium
224,Rajma Chawal,cooked-meals,non-veg,frozen,21.2,Kolkata,2026-07-19 17:34,17,Sunday,32.9,18.9,14.0,Medium,0,High
225,Lemonade,beverages,non-veg,room-temperature,3.8,Lucknow,2026-04-29 19:21,19,Wednesday,113.2,130.6,0.0,High,1,Medium
226,Mixed Salad,fruits-vegetables,veg,refrigerated,18.7,Pune,2026-07-02 14:24,14,Thursday,241.7,67.3,174.4,Low,0,Medium
227,Tomatoes,fruits-vegetables,veg,frozen,5.4,Gurgaon,2026-05-18 09:45,9,Monday,929.4,883.7,45.7,High,0,Medium
228,Milkshake,dairy,veg,room-temperature,5.3,Bangalore,2026-07-04 18:06,18,Saturday,5.9,0.8,5.1,Low,0,High
229,Pickle Jar,packaged-food,non-veg,room-temperature,20.9,Kolkata,2026-02-17 15:50,15,Tuesday,535.6,693.9,0.0,High,1,Medium
230,Cauliflower,fruits-vegetables,veg,frozen,32.0,Chandigarh,2026-05-05 15:10,15,Tuesday,882.1,503.8,378.3,Medium,0,Medium
231,Flavoured Yogurt,dairy,veg,room-temperature,7.1,Mumbai,2026-08-04 11:50,11,Tuesday,6.3,3.4,2.9,Medium,0,High
232,Orange Juice,beverages,veg,refrigerated,3.9,Kolkata,2026-06-05 00:25,0,Friday,588.2,742.6,0.0,High,1,Medium
233,Raita,dairy,veg,frozen,13.0,Lucknow,2026-11-01 09:20,9,Sunday,72.9,103.6,0.0,High,1,High
234,Cream,dairy,veg,refrigerated,10.7,Hyderabad,2026-09-09 22:50,22,Wednesday,21.0,10.3,10.7,Medium,0,High
235,Bell Peppers,fruits-vegetables,non-veg,room-temperature,22.0,Jaipur,2026-10-07 10:49,10,Wednesday,47.9,1.9,46.0,Low,0,Medium
236,Mango Lassi,beverages,non-veg,refrigerated,17.0,Gurgaon,2026-02-05 19:50,19,Thursday,426.2,261.6,164.6,Medium,0,Medium
237,Protein Shake,beverages,veg,refrigerated,13.9,Ahmedabad,2026-08-05 19:04,19,Wednesday,567.4,843.2,0.0,High,1,Medium
238,Sweet Corn,fruits-vegetables,veg,refrigerated,25.5,Mumbai,2026-10-02 15:58,15,Friday,232.8,38.2,194.6,Low,0,Medium
239,Sparkling Water,beverages,veg,frozen,13.0,Chandigarh,2026-10-16 22:43,22,Friday,2062.9,1236.6,826.3,Medium,0,Medium
240,Potatoes,fruits-vegetables,veg,room-temperature,19.3,Lucknow,2026-09-23 14:44,14,Wednesday,68.3,22.6,45.7,Low,0,Medium
241,Broccoli,fruits-vegetables,veg,room-temperature,18.4,Mumbai,2026-06-01 12:05,12,Monday,77.1,96.1,0.0,High,1,Medium
242,Cottage Cheese,dairy,veg,refrigerated,8.3,Noida,2026-06-28 13:28,13,Sunday,22.5,23.5,0.0,High,1,High
243,Curd / Yogurt,dairy,veg,frozen,10.1,Noida,2026-12-13 19:59,19,Sunday,76.8,28.1,48.7,Low,0,High
244,Donuts,bakery,non-veg,room-temperature,32.9,Chandigarh,2026-11-19 10:40,10,Thursday,32.9,21.3,11.6,Medium,0,High
245,Peanut Butter Jar,packaged-food,non-veg,room-temperature,5.2,Noida,2026-04-20 10:48,10,Monday,464.9,564.0,0.0,High,1,Medium
246,Palak Paneer,cooked-meals,veg,room-temperature,12.5,Jaipur,2026-05-15 17:31,17,Friday,4.3,6.2,0.0,High,1,High
247,Green Beans,fruits-vegetables,veg,refrigerated,14.3,Chandigarh,2026-08-23 15:52,15,Sunday,249.1,263.8,0.0,High,1,Medium
248,Poha Mix,packaged-food,veg,room-temperature,10.3,Noida,2026-06-06 09:23,9,Saturday,773.8,164.1,609.7,Low,0,Medium
249,Protein Bars,packaged-food,non-veg,room-temperature,33.6,Bangalore,2026-12-22 21:59,21,Tuesday,541.4,450.6,90.8,High,0,Medium
250,Cookies,bakery,veg,frozen,6.9,Bangalore,2026-07-03 21:31,21,Friday,608.5,178.1,430.4,Low,0,High
251,Papad Packets,packaged-food,non-veg,room-temperature,23.7,Lucknow,2026-08-16 13:05,13,Sunday,487.4,22.6,464.8,Low,0,Medium
252,Curd / Yogurt,dairy,veg,refrigerated,3.4,Gurgaon,2026-08-23 14:49,14,Sunday,20.6,15.3,5.3,High,0,High
253,Canned Beans,packaged-food,non-veg,refrigerated,21.5,Jaipur,2026-01-22 18:28,18,Thursday,1863.1,610.7,1252.4,Low,0,Medium
254,Sugarcane Juice,beverages,non-veg,room-temperature,10.1,Ahmedabad,2026-06-28 20:05,20,Sunday,114.2,148.2,0.0,High,1,Medium
255,Puff Pastry,bakery,veg,frozen,27.1,Hyderabad,2026-03-26 15:50,15,Thursday,545.5,665.7,0.0,High,1,High
256,Soup Packets,packaged-food,non-veg,room-temperature,19.6,Chennai,2026-12-27 11:36,11,Sunday,508.6,726.6,0.0,High,1,Medium
257,Coconut Water,beverages,veg,refrigerated,18.5,Noida,2026-05-22 20:08,20,Friday,629.0,817.1,0.0,High,1,Medium
258,Milkshake Bottles,beverages,veg,frozen,9.1,Chandigarh,2026-03-14 15:17,15,Saturday,2079.2,1291.9,787.3,Medium,0,Medium
259,Lemonade,beverages,non-veg,frozen,15.5,Ahmedabad,2026-12-22 21:23,21,Tuesday,1427.0,2034.0,0.0,High,1,Medium
260,Paneer Butter Masala,cooked-meals,non-veg,frozen,10.2,Hyderabad,2026-02-02 19:25,19,Monday,31.4,45.6,0.0,High,1,High
261,Mangoes,fruits-vegetables,veg,refrigerated,20.5,Gurgaon,2026-03-08 14:31,14,Sunday,256.6,132.3,124.3,Medium,0,Medium
262,Vegetable Biryani,cooked-meals,non-veg,refrigerated,2.4,Pune,2026-03-22 13:00,13,Sunday,10.6,3.2,7.4,Low,0,High
263,Brownies,bakery,veg,refrigerated,8.3,Chandigarh,2026-07-04 11:23,11,Saturday,158.3,214.6,0.0,High,1,High
264,Oranges,fruits-vegetables,veg,room-temperature,25.5,Bangalore,2026-01-01 10:04,10,Thursday,72.2,64.3,7.9,High,0,Medium
265,Bananas,fruits-vegetables,veg,room-temperature,34.6,Mumbai,2026-08-05 17:30,17,Wednesday,76.3,26.2,50.1,Low,0,Medium
266,Chicken Curry,cooked-meals,veg,refrigerated,5.2,Bangalore,2026-03-10 16:43,16,Tuesday,14.5,1.5,13.0,Low,0,High
267,Cereal Box,packaged-food,non-veg,refrigerated,33.3,Chandigarh,2026-03-19 21:39,21,Thursday,1819.6,1207.4,612.2,Medium,0,Medium
268,Roti & Sabzi,cooked-meals,non-veg,refrigerated,10.1,Hyderabad,2026-08-08 11:08,11,Saturday,10.1,4.2,5.9,Medium,0,High
269,Upma Mix,packaged-food,non-veg,room-temperature,43.1,Jaipur,2026-06-04 10:38,10,Thursday,492.7,139.4,353.3,Low,0,Medium
270,Cold Coffee,beverages,veg,refrigerated,8.9,Mumbai,2026-05-04 13:38,13,Monday,568.6,450.6,118.0,High,0,Medium
271,Whey Protein Shake,dairy,veg,frozen,9.0,Gurgaon,2026-07-07 14:11,14,Tuesday,75.6,53.4,22.2,High,0,High
272,Rice & Dal,cooked-meals,veg,room-temperature,2.9,Jaipur,2026-01-31 21:25,21,Saturday,4.2,1.8,2.4,Medium,0,High
273,Cabbage,fruits-vegetables,veg,frozen,20.2,Mumbai,2026-03-20 11:19,11,Friday,914.7,701.5,213.2,High,0,Medium
274,Scones,bakery,veg,frozen,31.7,Chennai,2026-11-29 17:04,17,Sunday,614.1,643.6,0.0,High,1,High
275,Whole Wheat Bread,bakery,veg,refrigerated,9.1,Chandigarh,2026-11-10 15:19,15,Tuesday,168.3,187.2,0.0,High,1,High
276,Rice & Dal,cooked-meals,non-veg,room-temperature,13.4,Kochi,2026-06-27 14:50,14,Saturday,2.8,3.0,0.0,High,1,High
277,Fruit Cake,bakery,veg,room-temperature,16.7,Chennai,2026-08-08 11:04,11,Saturday,50.3,53.7,0.0,High,1,High
278,Mutton Rogan Josh,cooked-meals,veg,room-temperature,13.5,Chennai,2026-10-18 10:10,10,Sunday,4.1,4.8,0.0,High,1,High
279,Coconut Water,beverages,veg,frozen,11.2,Hyderabad,2026-01-23 20:00,20,Friday,2081.1,143.5,1937.6,Low,0,Medium
280,Cookies,bakery,veg,frozen,30.9,Pune,2026-08-03 10:15,10,Monday,603.3,828.8,0.0,High,1,High
281,Mixed Veg Curry,cooked-meals,veg,frozen,22.7,New Delhi,2026-04-02 10:33,10,Thursday,51.0,73.0,0.0,High,1,High
282,Oranges,fruits-vegetables,veg,frozen,17.6,Gurgaon,2026-07-08 10:36,10,Wednesday,841.6,383.7,457.9,Medium,0,Medium
283,Bell Peppers,fruits-vegetables,non-veg,room-temperature,26.4,Bangalore,2026-10-07 18:15,18,Wednesday,49.4,0.5,48.9,Low,0,Medium
284,Scones,bakery,veg,frozen,35.7,Pune,2026-06-21 00:42,0,Sunday,538.6,685.9,0.0,High,1,High
285,Fried Rice,cooked-meals,veg,room-temperature,24.4,New Delhi,2026-03-14 18:05,18,Saturday,4.1,5.7,0.0,High,1,High
286,Flour Bag,packaged-food,non-veg,frozen,8.8,Kochi,2026-02-18 13:40,13,Wednesday,5598.9,3311.9,2287.0,Medium,0,Medium
287,Khichdi,cooked-meals,veg,refrigerated,21.6,Kolkata,2026-07-21 17:47,17,Tuesday,13.9,6.6,7.3,Medium,0,High
288,Fried Rice,cooked-meals,non-veg,frozen,4.5,Kolkata,2026-02-24 10:29,10,Tuesday,33.8,20.6,13.2,Medium,0,High
289,Banana Bread,bakery,veg,room-temperature,8.2,Noida,2026-12-18 11:45,11,Friday,46.4,42.0,4.4,High,0,High
290,Butter,dairy,veg,refrigerated,6.0,Chennai,2026-09-20 07:19,7,Sunday,21.3,26.2,0.0,High,1,High
291,Grapes,fruits-vegetables,veg,room-temperature,28.7,Kochi,2026-03-13 09:03,9,Friday,66.6,78.0,0.0,High,1,Medium
292,Naan Bread,bakery,veg,frozen,7.9,Mumbai,2026-10-28 11:52,11,Wednesday,533.4,17.4,516.0,Low,0,High
293,Green Juice,beverages,veg,room-temperature,18.3,New Delhi,2026-06-19 09:29,9,Friday,176.7,44.5,132.2,Low,0,Medium
294,Buttermilk Packs,beverages,non-veg,room-temperature,8.9,Indore,2026-08-07 10:13,10,Friday,115.0,32.3,82.7,Low,0,Medium
295,Whole Wheat Bread,bakery,veg,refrigerated,19.4,Chennai,2026-10-09 13:05,13,Friday,158.0,90.8,67.2,Medium,0,High
296,Watermelon Juice,beverages,veg,frozen,19.9,Gurgaon,2026-10-06 19:24,19,Tuesday,2023.2,2164.9,0.0,High,1,Medium
297,Bell Peppers,fruits-vegetables,veg,room-temperature,3.8,Gurgaon,2026-11-02 10:57,10,Monday,75.1,87.7,0.0,High,1,Medium
298,Papaya,fruits-vegetables,veg,room-temperature,34.2,Chennai,2026-02-21 11:15,11,Saturday,68.7,55.0,13.7,High,0,Medium
299,Cold Coffee,beverages,veg,frozen,17.2,Kochi,2026-07-18 12:53,12,Saturday,2055.6,535.6,1520.0,Low,0,Medium
300,Milkshake,dairy,veg,refrigerated,14.3,Kochi,2026-10-16 09:12,9,Friday,19.6,29.0,0.0,High,1,High
301,Sweet Corn,fruits-vegetables,veg,room-temperature,5.9,Jaipur,2026-04-30 15:01,15,Thursday,66.8,47.9,18.9,High,0,Medium
302,Peanut Butter Jar,packaged-food,veg,refrigerated,46.3,Lucknow,2026-06-15 07:09,7,Monday,2532.6,2677.1,0.0,High,1,Medium
303,Butter Chicken,cooked-meals,non-veg,refrigerated,18.2,Kolkata,2026-12-06 12:06,12,Sunday,9.9,4.5,5.4,Medium,0,High
304,Garlic Bread,bakery,veg,room-temperature,29.8,Lucknow,2026-10-15 17:59,17,Thursday,49.1,58.0,0.0,High,1,High
305,Cereal Box,packaged-food,non-veg,refrigerated,18.3,Lucknow,2026-04-01 18:44,18,Wednesday,1827.8,1073.7,754.1,Medium,0,Medium
306,Chips / Crisps,packaged-food,veg,room-temperature,41.4,Mumbai,2026-11-10 10:36,10,Tuesday,774.8,1088.6,0.0,High,1,Medium
307,Lemonade,beverages,veg,refrigerated,19.7,Kochi,2026-03-27 16:05,16,Friday,589.5,626.9,0.0,High,1,Medium
308,Raita,dairy,veg,refrigerated,10.7,Noida,2026-06-29 11:06,11,Monday,20.4,0.0,20.4,Low,0,High
309,Masala Chai Flask,beverages,veg,refrigerated,10.9,Mumbai,2026-07-13 12:24,12,Monday,615.8,765.6,0.0,High,1,Medium
310,Jam Bottle,packaged-food,veg,room-temperature,43.1,Mumbai,2026-05-31 05:16,5,Sunday,693.6,77.2,616.4,Low,0,Medium
311,Spinach,fruits-vegetables,veg,room-temperature,13.8,New Delhi,2026-11-11 20:45,20,Wednesday,71.3,46.1,25.2,Medium,0,Medium
312,Flour Bag,packaged-food,veg,room-temperature,14.2,Noida,2026-04-08 12:35,12,Wednesday,671.4,932.1,0.0,High,1,Medium
313,Protein Shake,beverages,non-veg,room-temperature,3.7,Ahmedabad,2026-07-21 15:53,15,Tuesday,108.7,25.0,83.7,Low,0,Medium
314,Tomatoes,fruits-vegetables,veg,frozen,22.2,Bangalore,2026-04-13 08:13,8,Monday,928.0,888.4,39.6,High,0,Medium
315,Potatoes,fruits-vegetables,veg,refrigerated,18.7,Jaipur,2026-12-05 11:41,11,Saturday,265.5,154.3,111.2,Medium,0,Medium
316,Bell Peppers,fruits-vegetables,veg,refrigerated,17.1,Lucknow,2026-05-15 10:17,10,Friday,259.9,24.0,235.9,Low,0,Medium
317,Coconut Water,beverages,veg,frozen,8.2,Lucknow,2026-10-05 12:48,12,Monday,1986.6,678.0,1308.6,Low,0,Medium
318,Papaya,fruits-vegetables,non-veg,frozen,30.7,Ahmedabad,2026-09-01 15:15,15,Tuesday,573.2,257.0,316.2,Medium,0,Medium
319,Cold Coffee,beverages,veg,room-temperature,19.1,Hyderabad,2026-08-18 10:10,10,Tuesday,158.8,192.6,0.0,High,1,Medium
320,Tomatoes,fruits-vegetables,veg,frozen,7.7,Noida,2026-11-01 11:58,11,Sunday,829.5,1137.5,0.0,High,1,Medium
321,Sweet Corn,fruits-vegetables,veg,refrigerated,19.6,Lucknow,2026-01-07 19:39,19,Wednesday,254.0,199.1,54.9,High,0,Medium
322,Onions,fruits-vegetables,veg,frozen,27.3,Gurgaon,2026-02-21 21:36,21,Saturday,893.7,135.4,758.3,Low,0,Medium
323,Soup Packets,packaged-food,non-veg,room-temperature,26.9,Chennai,2026-11-08 13:11,13,Sunday,516.9,312.4,204.5,Medium,0,Medium
324,Buttermilk Packs,beverages,veg,refrigerated,18.0,Noida,2026-06-19 17:03,17,Friday,567.3,404.4,162.9,High,0,Medium
325,Fresh Milk,dairy,veg,refrigerated,12.8,Hyderabad,2026-12-23 17:55,17,Wednesday,22.5,4.5,18.0,Low,0,High
326,Mixed Salad,fruits-vegetables,veg,frozen,23.7,Kochi,2026-04-07 13:58,13,Tuesday,896.9,547.8,349.1,Medium,0,Medium
327,Soup Packets,packaged-food,veg,refrigerated,8.0,Gurgaon,2026-12-30 13:08,13,Wednesday,2541.9,3245.9,0.0,High,1,Medium
328,Pasta Alfredo,cooked-meals,non-veg,room-temperature,21.3,Indore,2026-05-08 06:03,6,Friday,2.9,1.6,1.3,Medium,0,High
329,Raita,dairy,veg,frozen,10.5,Ahmedabad,2026-05-04 12:38,12,Monday,71.1,18.9,52.2,Low,0,High
330,Pickle Jar,packaged-food,non-veg,room-temperature,45.3,Pune,2026-12-19 08:01,8,Saturday,483.7,36.0,447.7,Low,0,Medium
331,Buns,bakery,veg,refrigerated,27.8,Gurgaon,2026-09-20 05:49,5,Sunday,164.1,167.9,0.0,High,1,High
332,Cookies,bakery,veg,frozen,33.2,Chandigarh,2026-06-06 18:45,18,Saturday,599.8,247.8,352.0,Medium,0,High
333,Raita,dairy,veg,refrigerated,10.5,New Delhi,2026-11-16 12:06,12,Monday,19.4,14.9,4.5,High,0,High
334,Mozzarella,dairy,veg,refrigerated,7.7,Kolkata,2026-06-22 23:40,23,Monday,19.7,25.5,0.0,High,1,High
335,Protein Shake,beverages,veg,room-temperature,11.3,Kochi,2026-05-04 20:51,20,Monday,155.8,187.5,0.0,High,1,Medium
336,Milkshake Bottles,beverages,veg,frozen,2.5,Indore,2026-09-12 23:16,23,Saturday,1867.9,1172.8,695.1,Medium,0,Medium
337,Mixed Veg Curry,cooked-meals,veg,frozen,7.1,Indore,2026-10-01 16:30,16,Thursday,50.7,71.5,0.0,High,1,High
338,Cream,dairy,veg,room-temperature,2.8,Gurgaon,2026-05-13 18:35,18,Wednesday,6.2,8.5,0.0,High,1,High
339,Paneer,dairy,veg,refrigerated,13.2,Kolkata,2026-08-04 19:21,19,Tuesday,20.9,8.2,12.7,Low,0,High
340,Mutton Rogan Josh,cooked-meals,non-veg,frozen,15.3,Hyderabad,2026-11-14 08:56,8,Saturday,31.4,23.6,7.8,High,0,High
341,Papaya,fruits-vegetables,veg,room-temperature,7.4,Indore,2026-04-13 12:36,12,Monday,71.9,97.8,0.0,High,1,Medium
342,Cream,dairy,veg,refrigerated,14.8,Ahmedabad,2026-06-10 16:00,16,Wednesday,20.9,8.6,12.3,Medium,0,High
343,Rusk,bakery,veg,room-temperature,9.5,Pune,2026-08-11 16:25,16,Tuesday,45.5,65.9,0.0,High,1,High
344,Palak Paneer,cooked-meals,non-veg,room-temperature,22.5,New Delhi,2026-09-29 10:43,10,Tuesday,2.8,2.6,0.2,High,0,High
345,Sparkling Water,beverages,non-veg,room-temperature,3.8,Mumbai,2026-09-15 15:10,15,Tuesday,115.7,143.0,0.0,High,1,Medium
346,Raita,dairy,veg,frozen,14.9,Kolkata,2026-06-25 23:31,23,Thursday,73.3,82.5,0.0,High,1,High
347,Bananas,fruits-vegetables,veg,room-temperature,9.8,Mumbai,2026-01-12 15:10,15,Monday,73.6,40.5,33.1,Medium,0,Medium
348,Pulao,cooked-meals,non-veg,frozen,3.1,Kochi,2026-01-25 17:41,17,Sunday,31.2,0.9,30.3,Low,0,High
349,Grapes,fruits-vegetables,veg,refrigerated,18.2,Chandigarh,2026-03-20 10:43,10,Friday,246.9,3.4,243.5,Low,0,Medium
350,Butter Chicken,cooked-meals,non-veg,frozen,5.2,Mumbai,2026-02-23 14:39,14,Monday,34.3,14.5,19.8,Medium,0,High
351,Carrots,fruits-vegetables,veg,frozen,34.1,Bangalore,2026-07-03 17:18,17,Friday,864.4,51.1,813.3,Low,0,Medium
352,Dinner Rolls,bakery,veg,room-temperature,28.5,Ahmedabad,2026-02-26 19:42,19,Thursday,50.7,11.3,39.4,Low,0,High
353,Instant Noodles,packaged-food,veg,room-temperature,25.6,Mumbai,2026-06-01 11:03,11,Monday,738.3,900.6,0.0,High,1,Medium
354,Milkshake,dairy,veg,refrigerated,2.3,Chandigarh,2026-01-24 01:08,1,Saturday,19.9,19.3,0.6,High,0,High
355,Green Beans,fruits-vegetables,veg,room-temperature,14.9,Pune,2026-06-25 10:25,10,Thursday,67.1,96.9,0.0,High,1,Medium
356,Watermelon Slices,fruits-vegetables,veg,room-temperature,6.6,Bangalore,2026-12-23 18:54,18,Wednesday,73.6,11.4,62.2,Low,0,Medium
357,Broccoli,fruits-vegetables,veg,refrigerated,27.9,Indore,2026-11-10 06:43,6,Tuesday,232.9,292.9,0.0,High,1,Medium
358,Dinner Rolls,bakery,veg,refrigerated,20.4,New Delhi,2026-02-02 11:20,11,Monday,170.3,180.0,0.0,High,1,High
359,Kombucha,beverages,veg,frozen,17.7,Lucknow,2026-09-23 14:44,14,Wednesday,2158.0,308.3,1849.7,Low,0,Medium
360,Dinner Rolls,bakery,veg,frozen,18.5,New Delhi,2026-10-13 20:39,20,Tuesday,583.0,10.2,572.8,Low,0,High
361,Namkeen Mix,packaged-food,non-veg,room-temperature,27.1,New Delhi,2026-05-04 11:17,11,Monday,495.0,376.4,118.6,High,0,Medium
362,Cauliflower,fruits-vegetables,veg,refrigerated,28.6,Ahmedabad,2026-08-18 08:31,8,Tuesday,257.8,122.2,135.6,Medium,0,Medium
363,Fruit Juice Cartons,beverages,veg,refrigerated,9.4,Mumbai,2026-10-13 14:52,14,Tuesday,584.1,693.7,0.0,High,1,Medium
364,Protein Shake,beverages,veg,frozen,14.1,Kochi,2026-06-24 12:03,12,Wednesday,2030.7,679.0,1351.7,Low,0,Medium
365,Upma Mix,packaged-food,non-veg,room-temperature,37.2,Hyderabad,2026-02-28 08:42,8,Saturday,539.6,1.8,537.8,Low,0,Medium
366,Protein Shake,beverages,non-veg,frozen,3.9,Noida,2026-03-26 13:52,13,Thursday,1385.5,1543.1,0.0,High,1,Medium
367,Condensed Milk,dairy,veg,refrigerated,12.9,Hyderabad,2026-04-21 13:50,13,Tuesday,22.5,24.2,0.0,High,1,High
368,Apples,fruits-vegetables,veg,refrigerated,17.6,Ahmedabad,2026-10-29 21:08,21,Thursday,268.3,1.7,266.6,Low,0,Medium
369,Flour Bag,packaged-food,non-veg,refrigerated,46.0,Kochi,2026-12-21 15:46,15,Monday,1678.1,323.2,1354.9,Low,0,Medium
370,Upma Mix,packaged-food,non-veg,refrigerated,23.8,Hyderabad,2026-11-08 20:48,20,Sunday,1642.5,674.1,968.4,Medium,0,Medium
371,Raita,dairy,veg,refrigerated,10.8,Jaipur,2026-09-20 11:44,11,Sunday,19.7,25.4,0.0,High,1,High
372,Peanut Butter Jar,packaged-food,veg,room-temperature,18.1,Noida,2026-06-26 21:08,21,Friday,664.5,648.0,16.5,High,0,Medium
373,Pickle Jar,packaged-food,non-veg,room-temperature,20.9,Noida,2026-09-03 15:42,15,Thursday,471.3,295.1,176.2,Medium,0,Medium
374,Granola Mix,packaged-food,non-veg,room-temperature,6.1,Hyderabad,2026-03-16 07:03,7,Monday,518.8,207.8,311.0,Medium,0,Medium
375,Flavoured Yogurt,dairy,veg,refrigerated,5.1,Ahmedabad,2026-10-05 06:52,6,Monday,19.6,3.0,16.6,Low,0,High
376,Lemon Soda,beverages,veg,frozen,13.6,Gurgaon,2026-07-19 10:50,10,Sunday,1957.6,2345.7,0.0,High,1,Medium
377,Cold Coffee,beverages,non-veg,refrigerated,9.5,New Delhi,2026-12-17 11:35,11,Thursday,434.3,8.4,425.9,Low,0,Medium
378,Sugar Packets,packaged-food,veg,refrigerated,34.1,Hyderabad,2026-10-29 14:38,14,Thursday,2327.8,2710.1,0.0,High,1,Medium
379,Raita,dairy,veg,room-temperature,14.5,Pune,2026-09-21 09:02,9,Monday,6.3,2.6,3.7,Medium,0,High
380,Rusk,bakery,veg,refrigerated,29.8,Kolkata,2026-03-21 07:59,7,Saturday,162.1,145.1,17.0,High,0,High
381,Energy Drinks,beverages,non-veg,refrigerated,16.2,Noida,2026-10-09 12:50,12,Friday,386.5,184.3,202.2,Medium,0,Medium
382,Bagels,bakery,veg,room-temperature,19.6,Hyderabad,2026-10-02 12:22,12,Friday,49.5,65.6,0.0,High,1,High
383,Milkshake,dairy,veg,frozen,9.7,Gurgaon,2026-09-01 23:52,23,Tuesday,73.5,108.2,0.0,High,0,High
